TrueValues,Predictions
-0.0151635377394763,-1.61483319114362
2.53989257136224,0.2591608501114
0.240342073170696,0.373648611547098
2.0288813495419,-0.152097607320139
0.240342073170696,-0.0570894477698842
-1.54819720320051,-0.476125442245779
-0.781680370469992,-1.24454720432914
-1.03718598138016,-0.488550486926474
-0.0151635377394763,-0.877577195161279
1.00685890590121,-0.71595277083364
2.53989257136224,-0.430039212987765
-0.270669148649648,-0.344273684775081
-1.80370281411068,-1.11682835739399
-0.0151635377394763,-0.716313278459165
-1.80370281411068,-0.561248483744776
-0.52617475955982,0.158641672079272
-1.03718598138016,-0.919226121369276
-0.270669148649648,-0.612559015157604
-0.52617475955982,-0.362071712392382
0.240342073170696,0.183702767890898
-1.29269159229034,-0.707412788266511
-0.781680370469992,-0.811459338342265
-0.0151635377394763,-0.703754672308769
-0.781680370469992,-1.09789821385309
-0.52617475955982,0.0523151567605417
-1.29269159229034,-1.1984118095103
-0.270669148649648,-0.968626466454669
-0.270669148649648,0.297891238257396
-0.0151635377394763,-0.530839390289635
0.495847684080868,-0.25559767956967
0.495847684080868,-0.211645459854637
1.77337573863173,-0.375439482901675
-0.0151635377394763,-0.331451030703003
0.240342073170696,-0.471333946477055
2.79539818227241,-0.753625183124314
0.240342073170696,-0.442409203444738
-0.781680370469992,-0.460832203985801
-0.270669148649648,-0.45899461970621
0.240342073170696,-0.996035333218723
-0.781680370469992,-0.820062260862321
-0.781680370469992,-0.054689409458864
-0.0151635377394763,-1.23007597245329
2.0288813495419,-0.0418450367627725
-0.270669148649648,-0.731707424726631
-0.0151635377394763,-0.218118871252514
-0.0151635377394763,-0.9012768024372
-0.270669148649648,-0.00793455496596364
0.495847684080868,-0.772280611821919
-0.52617475955982,-0.414250876246417
1.00685890590121,-0.416875422926649
0.495847684080868,-0.940187868202453
-1.29269159229034,-0.434659646090778
-0.270669148649648,-0.243754066304191
-0.52617475955982,-0.311741898319134
-1.29269159229034,-0.427444061038131
-1.54819720320051,-0.450522491461474
-0.270669148649648,-0.0973577920943548
0.75135329499104,0.228954129935841
-0.781680370469992,-0.218186861495187
-0.52617475955982,-0.0978680632422402
-0.270669148649648,-0.242297399507574
0.240342073170696,0.235227573628517
-0.0151635377394763,0.481340375799133
-1.03718598138016,-0.834245620296155
-0.781680370469992,-0.0272200295294974
1.00685890590121,0.678438800246724
0.495847684080868,0.326648008153742
-1.03718598138016,0.345939069472603
-0.0151635377394763,-0.509755871231515
-0.52617475955982,-0.185098831602817
-1.03718598138016,-0.0712800856172256
1.00685890590121,0.175064216597899
-1.29269159229034,-0.950029783951784
-0.0151635377394763,0.00803266416426308
-0.52617475955982,-0.153604475599973
-2.05920842502085,-0.461334660852423
1.26236451681138,0.127390011773299
-0.270669148649648,-0.152077116996017
1.00685890590121,-0.420617813730205
-0.781680370469992,-0.148757138493236
-0.781680370469992,0.00830890982160794
-0.52617475955982,0.303953276470189
-0.781680370469992,0.442329514367974
1.26236451681138,-0.667891152868877
0.495847684080868,-0.650034349826331
0.495847684080868,-0.0410482517126047
0.240342073170696,0.0790570123020247
-1.54819720320051,0.0919529391932447
-0.270669148649648,-0.340386612521789
1.00685890590121,-0.222724568873456
-1.03718598138016,0.0203274084415005
-0.270669148649648,-0.635399086134427
0.495847684080868,-0.00358718724176267
1.00685890590121,-0.0760329009865565
0.495847684080868,0.229142122463318
-0.52617475955982,0.450265604333245
1.00685890590121,0.124059594382824
0.75135329499104,-0.0099529269904181
-1.29269159229034,-0.25421314583945
0.240342073170696,-0.013177723464231
-0.781680370469992,-0.052464169722942
-1.80370281411068,0.0435105230725889
