id,Var1
4,-1.28893151825882
5,0.118300602415917
6,-0.106788637206916
8,-0.281663251156638
10,-0.337783293721397
12,-0.86321051125219
15,-1.84375335311807
17,-0.428741571771172
18,-0.094609913744334
19,-0.208822071273989
23,0.0496457254764339
24,0.56082795577937
27,-0.275889047787195
28,-0.455228223095842
29,-0.719972765212741
32,-0.024426045537262
35,-1.10758690368459
36,0.338952336520503
38,-0.620003691447652
43,-0.760635236416384
46,-1.19917130855305
47,-0.88583642819365
49,-0.113056925530448
54,-0.725411791062148
55,-0.556070407723473
56,-0.361258164731077
57,-0.423400986596173
59,-0.71465929718165
60,-0.397568660632452
61,-0.278928657719922
62,-0.231764607013395
63,-0.778764805632143
65,-0.607667274920003
69,-0.695397931136697
71,-0.374730703554567
74,-1.08983808572728
79,0.431806928534967
81,-1.13036629350443
83,-0.156900310974789
86,-0.968633609053598
87,-0.817540534713567
88,-0.957911396087308
97,-0.0907791927018302
105,-0.222574741582197
107,-0.516995205132823
109,-0.724317846587747
117,0.226179192072879
118,-0.44784551832604
119,-0.409558107860029
122,-0.863931926230584
127,-0.510556633040513
130,-0.777060679704525
133,-0.691199838868012
134,-0.233637443756613
135,-0.654211048830416
136,-0.206996204817294
137,-0.530157531950903
138,-0.572474207871836
140,-0.538182198759477
150,-0.080279348806007
152,-1.41082555207696
153,-0.70578773151428
156,-0.73905788378131
158,0.189659141377364
159,-1.38706768917481
165,-0.900851428899738
167,0.084986291156634
168,-0.247281101876977
170,-0.372600664945364
180,-1.69037129923416
181,0.0291896759167878
186,0.35989962062783
187,-1.47372159045134
188,-0.815619155692216
193,0.288282627116382
194,-0.458412318061472
195,-0.593944920226393
198,-0.376474493474029
201,-1.09308572492829
202,-0.694302213123604
206,-0.83655578096441
212,0.013171174508226
215,-1.07163159978053
216,0.0870473801696973
218,0.50562225315294
219,-0.375132930360105
220,-0.203526193814432
221,-0.0288926509157801
222,-1.12080691333595
223,-0.416000241638194
230,-0.701689833635273
233,-0.0215321269823144
235,-0.195830127431049
239,-0.642444100231547
242,-0.438838588699084
251,0.318547916552951
252,-0.826060915388703
253,-0.788488380740276
260,-0.89584154279093
261,-0.134194794331551
263,-0.752958991377391
266,-0.279633427474839
268,-0.34782011763135
271,-0.477398814388675
277,-0.372304758224467
279,-0.0107814141420216
282,-1.24645184518323
284,-1.12896864858867
285,-0.315208367241346
288,-0.523116385420038
295,-0.820738212165256
297,-0.776399985157016
298,-0.35318570252988
301,0.230189707848914
306,-1.09987414561986
307,-0.535694006129417
309,-0.947276095222248
314,-1.20091992044178
315,-0.0944616646337796
316,-1.24288853166619
317,-1.19535556368942
318,-0.118948952822066
320,-0.744390481744068
322,-1.00790923528746
328,-0.941642149308933
337,0.0470831518890848
344,0.555340134696063
345,-0.597834203456676
346,-0.116976042843756
349,-0.797003249060869
350,-0.584035891652056
351,-0.308488259233405
352,0.0992172976672436
355,-0.698448363439736
357,-0.398776024308835
358,-0.635616306988159
360,-0.376411564912246
361,-0.218203612065613
364,0.768391255470201
365,-0.473476540794863
366,-0.714794040363625
368,0.033740383675346
370,-0.229454183985061
372,0.722941391921732
376,0.129749529548523
378,-0.886884834503236
382,-0.731404838909449
383,-0.732874063593437
384,-0.433483873860714
385,-0.273157152405999
386,-0.860032660852422
391,-0.210409712748974
395,-0.221333945567786
397,-0.673654605789243
401,-0.697128313124806
402,-1.01956044629505
406,-0.341610926618755
409,-0.552012123150038
410,-0.272609033354853
412,-0.204593739979121
413,-0.773585284211119
420,-1.12084586040634
421,-0.66088616760834
423,-0.149281850195035
424,-0.692704009787164
430,-0.628877679005607
432,-0.97316854029844
438,-0.538672416606854
439,-0.425246651111184
443,-0.24795325046308
444,0.196655405233593
445,-0.948216565503131
446,-1.05996680301175
450,0.154557655997841
451,-0.669578186251492
453,-0.864663575675493
455,0.271527487439736
456,-0.125931721032259
459,0.245523194503944
460,0.0931233427070732
461,-0.618622362264456
462,-0.834919479949708
463,-0.128386931554635
464,0.00758814250264078
465,-1.00516840008995
466,-0.923668287666827
467,-0.309566692369436
468,-0.421022635037909
469,0.066856337949376
470,0.328222863624785
471,0.176957987142012
472,-1.0304357373091
473,-0.984923600907979
474,-0.816855065343153
475,-0.642951680671468
476,0.578305985580714
477,0.257035468872744
478,-0.621118458788245
479,-0.0453636277397548
480,0.23894574351788
481,0.0530279982945129
482,-0.00427808735040923
483,-0.527493806858439
484,-0.90327079224322
485,-0.260148505152233
486,0.307703707766211
487,-0.134174014249591
488,-0.20502247101457
489,-0.0366357151087302
490,-0.564549012434579
491,0.275366123881981
492,0.127095080326308
493,-0.987981536930298
494,-0.294153439836959
495,-0.211348117656208
496,-0.458530309013516
497,-0.0373097430189549
498,0.16782030860283
499,-0.333314453821224
500,0.0965169987400627
501,-0.507489625270158
502,0.0215951046580847
503,-0.315557451274691
504,-0.186140409077739
505,1.17014706439492
506,-0.329171277937748
507,-0.00529567014695195
508,-0.443060911801159
509,-0.664551871341334
510,-0.533766878137161
511,-0.401800323233352
512,0.151260589226223
513,-0.353676447205656
514,-0.100514003355034
515,0.00303244939010186
516,-0.222972497992912
517,-0.100014632141227
518,-0.199422427690994
519,0.150578078984859
520,-0.542845278514933
521,0.33742014681199
522,0.0858691017493938
523,0.0807785135395495
524,-0.00104034862959128
525,0.500761917969358
526,-0.35981000390993
527,-0.496586247572792
528,-0.0279804881127007
529,0.104536680426576
530,-0.931106081647591
531,-0.353611255582344
532,-0.0911906712220176
533,-0.69672516787778
534,-0.0397229838421785
535,-0.589570539231169
536,0.0551397090594321
537,-0.52337266111739
538,0.117495218866088
539,0.124736792290079
540,0.101742786489149
541,-0.738658512287231
542,0.0159465331228198
543,-0.211776788118505
544,-0.274378794777328
545,1.46792285908744
546,-0.58810942653691
547,-0.43201913090048
548,0.114263743292654
549,-0.85173697694823
550,-0.527266236774395
551,-0.288109615840897
552,-0.180083628290395
553,-0.930328693708096
554,-0.621556494211265
555,-0.238348213859661
556,-0.111745216422598
557,-0.913840952417005
558,0.0173867420427339
559,-0.24687200683849
560,-0.199555388483375
561,-0.481039168267041
562,-0.283038854045557
563,-0.360529170894446
564,-0.449768931904591
565,-0.495744631100887
566,-0.462316597090851
567,-0.188267092832949
568,-0.887301051857948
569,-0.325904711158432
570,0.0441802530464056
571,-0.192746941126412
572,-0.353769504657608
573,0.0590545203812988
574,-0.227933042485827
575,-0.522644235824209
576,0.545083166266965
577,-0.91983623530454
578,0.00463634331985111
579,-0.481280476621612
580,-0.166905921121041
581,0.376592584454898
582,-0.56522021357721
583,-0.567523326442147
584,-0.0666770157006753
585,0.238458294779558
586,0.174989382978895
587,0.264546045541286
588,0.555191495868291
589,-0.00707394286131752
590,0.495407371846583
591,0.0317413675099327
592,-0.305523545873332
593,-0.0112627052557615
594,-0.259752057663644
595,-0.252932103741239
596,-0.821533417287466
597,-0.467323928970148
598,-0.356997197709603
599,0.0512913387035841
600,-0.46817873868801
601,-0.136908749328373
602,-0.484235541280826
603,-0.829023112446594
604,-0.595184817007973
605,0.38586045511371
606,0.101355924633185
607,-0.614686339764558
608,0.0157606478653665
609,0.0982494984339021
610,0.499007378520173
611,-0.50775172600704
612,0.0420351102724708
613,0.502621632872002
614,-0.301724987395835
615,-0.64215493088194
616,-0.255158429480171
617,-0.804971852742642
